end,start,tweet_count,query
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,528,chatgpt work
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,458,chatgpt work
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,506,chatgpt work
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,647,chatgpt work
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,561,chatgpt work
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,582,chatgpt work
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,338,chatgpt work
2023-01-25T00:00:00.000Z,2023-01-24T00:00:00.000Z,74,chatgpt skill
2023-01-26T00:00:00.000Z,2023-01-25T00:00:00.000Z,101,chatgpt skill
2023-01-27T00:00:00.000Z,2023-01-26T00:00:00.000Z,59,chatgpt skill
2023-01-28T00:00:00.000Z,2023-01-27T00:00:00.000Z,52,chatgpt skill
2023-01-29T00:00:00.000Z,2023-01-28T00:00:00.000Z,55,chatgpt skill
2023-01-30T00:00:00.000Z,2023-01-29T00:00:00.000Z,38,chatgpt skill
2023-01-31T00:00:00.000Z,2023-01-30T00:00:00.000Z,60,chatgpt skill
2023-02-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,130,chatgpt skill
2023-02-02T00:00:00.000Z,2023-02-01T00:00:00.000Z,84,chatgpt skill
2023-02-03T00:00:00.000Z,2023-02-02T00:00:00.000Z,81,chatgpt skill
2023-02-04T00:00:00.000Z,2023-02-03T00:00:00.000Z,58,chatgpt skill
2023-02-05T00:00:00.000Z,2023-02-04T00:00:00.000Z,40,chatgpt skill
2023-02-06T00:00:00.000Z,2023-02-05T00:00:00.000Z,33,chatgpt skill
2023-02-07T00:00:00.000Z,2023-02-06T00:00:00.000Z,306,chatgpt skill
2023-02-08T00:00:00.000Z,2023-02-07T00:00:00.000Z,4182,chatgpt skill
2023-02-09T00:00:00.000Z,2023-02-08T00:00:00.000Z,9828,chatgpt skill
2023-02-10T00:00:00.000Z,2023-02-09T00:00:00.000Z,2133,chatgpt skill
2023-02-11T00:00:00.000Z,2023-02-10T00:00:00.000Z,224,chatgpt skill
2023-02-12T00:00:00.000Z,2023-02-11T00:00:00.000Z,91,chatgpt skill
2023-02-13T00:00:00.000Z,2023-02-12T00:00:00.000Z,116,chatgpt skill
2023-02-14T00:00:00.000Z,2023-02-13T00:00:00.000Z,83,chatgpt skill
2023-02-15T00:00:00.000Z,2023-02-14T00:00:00.000Z,58,chatgpt skill
2023-02-16T00:00:00.000Z,2023-02-15T00:00:00.000Z,67,chatgpt skill
2023-02-17T00:00:00.000Z,2023-02-16T00:00:00.000Z,72,chatgpt skill
2023-02-18T00:00:00.000Z,2023-02-17T00:00:00.000Z,93,chatgpt skill
2023-02-19T00:00:00.000Z,2023-02-18T00:00:00.000Z,77,chatgpt skill
2023-02-20T00:00:00.000Z,2023-02-19T00:00:00.000Z,45,chatgpt skill
2023-02-21T00:00:00.000Z,2023-02-20T00:00:00.000Z,1440,chatgpt skill
2023-02-22T00:00:00.000Z,2023-02-21T00:00:00.000Z,4200,chatgpt skill
2023-02-23T00:00:00.000Z,2023-02-22T00:00:00.000Z,836,chatgpt skill
2023-02-24T00:00:00.000Z,2023-02-23T00:00:00.000Z,157,chatgpt skill
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,20,chatgpt skill
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,11,chatgpt skill
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,11,chatgpt skill
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,25,chatgpt skill
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,18,chatgpt skill
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,38,chatgpt skill
2022-12-31T00:00:00.000Z,2022-12-30T00:00:00.000Z,19,chatgpt skill
2023-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,17,chatgpt skill
2023-01-02T00:00:00.000Z,2023-01-01T00:00:00.000Z,541,chatgpt skill
2023-01-03T00:00:00.000Z,2023-01-02T00:00:00.000Z,1838,chatgpt skill
2023-01-04T00:00:00.000Z,2023-01-03T00:00:00.000Z,279,chatgpt skill
2023-01-05T00:00:00.000Z,2023-01-04T00:00:00.000Z,92,chatgpt skill
2023-01-06T00:00:00.000Z,2023-01-05T00:00:00.000Z,68,chatgpt skill
2023-01-07T00:00:00.000Z,2023-01-06T00:00:00.000Z,140,chatgpt skill
2023-01-08T00:00:00.000Z,2023-01-07T00:00:00.000Z,367,chatgpt skill
2023-01-09T00:00:00.000Z,2023-01-08T00:00:00.000Z,150,chatgpt skill
2023-01-10T00:00:00.000Z,2023-01-09T00:00:00.000Z,54,chatgpt skill
2023-01-11T00:00:00.000Z,2023-01-10T00:00:00.000Z,61,chatgpt skill
2023-01-12T00:00:00.000Z,2023-01-11T00:00:00.000Z,57,chatgpt skill
2023-01-13T00:00:00.000Z,2023-01-12T00:00:00.000Z,136,chatgpt skill
2023-01-14T00:00:00.000Z,2023-01-13T00:00:00.000Z,266,chatgpt skill
2023-01-15T00:00:00.000Z,2023-01-14T00:00:00.000Z,113,chatgpt skill
2023-01-16T00:00:00.000Z,2023-01-15T00:00:00.000Z,385,chatgpt skill
2023-01-17T00:00:00.000Z,2023-01-16T00:00:00.000Z,851,chatgpt skill
2023-01-18T00:00:00.000Z,2023-01-17T00:00:00.000Z,90,chatgpt skill
2023-01-19T00:00:00.000Z,2023-01-18T00:00:00.000Z,46,chatgpt skill
2023-01-20T00:00:00.000Z,2023-01-19T00:00:00.000Z,44,chatgpt skill
2023-01-21T00:00:00.000Z,2023-01-20T00:00:00.000Z,42,chatgpt skill
2023-01-22T00:00:00.000Z,2023-01-21T00:00:00.000Z,35,chatgpt skill
2023-01-23T00:00:00.000Z,2023-01-22T00:00:00.000Z,49,chatgpt skill
2023-01-24T00:00:00.000Z,2023-01-23T00:00:00.000Z,74,chatgpt skill
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,0,chatgpt skill
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,12,chatgpt skill
2022-12-03T00:00:00.000Z,2022-12-02T00:00:00.000Z,42,chatgpt skill
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,27,chatgpt skill
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,42,chatgpt skill
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,1749,chatgpt skill
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,789,chatgpt skill
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,104,chatgpt skill
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,84,chatgpt skill
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,64,chatgpt skill
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,49,chatgpt skill
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,28,chatgpt skill
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,40,chatgpt skill
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,26,chatgpt skill
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,24,chatgpt skill
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,74,chatgpt skill
2022-12-17T00:00:00.000Z,2022-12-16T00:00:00.000Z,67,chatgpt skill
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,59,chatgpt skill
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,23,chatgpt skill
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,30,chatgpt skill
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,31,chatgpt skill
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,53,chatgpt skill
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,33,chatgpt skill
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,48,chatgpt skill
2023-01-25T00:00:00.000Z,2023-01-24T00:00:00.000Z,157,chatgpt skills
2023-01-26T00:00:00.000Z,2023-01-25T00:00:00.000Z,122,chatgpt skills
2023-01-27T00:00:00.000Z,2023-01-26T00:00:00.000Z,131,chatgpt skills
2023-01-28T00:00:00.000Z,2023-01-27T00:00:00.000Z,175,chatgpt skills
2023-01-29T00:00:00.000Z,2023-01-28T00:00:00.000Z,128,chatgpt skills
2023-01-30T00:00:00.000Z,2023-01-29T00:00:00.000Z,188,chatgpt skills
2023-01-31T00:00:00.000Z,2023-01-30T00:00:00.000Z,184,chatgpt skills
2023-02-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,177,chatgpt skills
2023-02-02T00:00:00.000Z,2023-02-01T00:00:00.000Z,461,chatgpt skills
2023-02-03T00:00:00.000Z,2023-02-02T00:00:00.000Z,261,chatgpt skills
2023-02-04T00:00:00.000Z,2023-02-03T00:00:00.000Z,152,chatgpt skills
2023-02-05T00:00:00.000Z,2023-02-04T00:00:00.000Z,135,chatgpt skills
2023-02-06T00:00:00.000Z,2023-02-05T00:00:00.000Z,144,chatgpt skills
2023-02-07T00:00:00.000Z,2023-02-06T00:00:00.000Z,313,chatgpt skills
2023-02-08T00:00:00.000Z,2023-02-07T00:00:00.000Z,219,chatgpt skills
2023-02-09T00:00:00.000Z,2023-02-08T00:00:00.000Z,155,chatgpt skills
2023-02-10T00:00:00.000Z,2023-02-09T00:00:00.000Z,134,chatgpt skills
2023-02-11T00:00:00.000Z,2023-02-10T00:00:00.000Z,320,chatgpt skills
2023-02-12T00:00:00.000Z,2023-02-11T00:00:00.000Z,162,chatgpt skills
2023-02-13T00:00:00.000Z,2023-02-12T00:00:00.000Z,251,chatgpt skills
2023-02-14T00:00:00.000Z,2023-02-13T00:00:00.000Z,225,chatgpt skills
2023-02-15T00:00:00.000Z,2023-02-14T00:00:00.000Z,356,chatgpt skills
2023-02-16T00:00:00.000Z,2023-02-15T00:00:00.000Z,213,chatgpt skills
2023-02-17T00:00:00.000Z,2023-02-16T00:00:00.000Z,147,chatgpt skills
2023-02-18T00:00:00.000Z,2023-02-17T00:00:00.000Z,263,chatgpt skills
2023-02-19T00:00:00.000Z,2023-02-18T00:00:00.000Z,173,chatgpt skills
2023-02-20T00:00:00.000Z,2023-02-19T00:00:00.000Z,94,chatgpt skills
2023-02-21T00:00:00.000Z,2023-02-20T00:00:00.000Z,143,chatgpt skills
2023-02-22T00:00:00.000Z,2023-02-21T00:00:00.000Z,146,chatgpt skills
2023-02-23T00:00:00.000Z,2023-02-22T00:00:00.000Z,402,chatgpt skills
2023-02-24T00:00:00.000Z,2023-02-23T00:00:00.000Z,302,chatgpt skills
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,34,chatgpt skills
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,29,chatgpt skills
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,30,chatgpt skills
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,32,chatgpt skills
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,36,chatgpt skills
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,46,chatgpt skills
2022-12-31T00:00:00.000Z,2022-12-30T00:00:00.000Z,42,chatgpt skills
2023-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,23,chatgpt skills
2023-01-02T00:00:00.000Z,2023-01-01T00:00:00.000Z,28,chatgpt skills
2023-01-03T00:00:00.000Z,2023-01-02T00:00:00.000Z,145,chatgpt skills
2023-01-04T00:00:00.000Z,2023-01-03T00:00:00.000Z,167,chatgpt skills
2023-01-05T00:00:00.000Z,2023-01-04T00:00:00.000Z,90,chatgpt skills
2023-01-06T00:00:00.000Z,2023-01-05T00:00:00.000Z,137,chatgpt skills
2023-01-07T00:00:00.000Z,2023-01-06T00:00:00.000Z,165,chatgpt skills
2023-01-08T00:00:00.000Z,2023-01-07T00:00:00.000Z,201,chatgpt skills
2023-01-09T00:00:00.000Z,2023-01-08T00:00:00.000Z,484,chatgpt skills
2023-01-10T00:00:00.000Z,2023-01-09T00:00:00.000Z,168,chatgpt skills
2023-01-11T00:00:00.000Z,2023-01-10T00:00:00.000Z,128,chatgpt skills
2023-01-12T00:00:00.000Z,2023-01-11T00:00:00.000Z,164,chatgpt skills
2023-01-13T00:00:00.000Z,2023-01-12T00:00:00.000Z,273,chatgpt skills
2023-01-14T00:00:00.000Z,2023-01-13T00:00:00.000Z,370,chatgpt skills
2023-01-15T00:00:00.000Z,2023-01-14T00:00:00.000Z,251,chatgpt skills
2023-01-16T00:00:00.000Z,2023-01-15T00:00:00.000Z,625,chatgpt skills
2023-01-17T00:00:00.000Z,2023-01-16T00:00:00.000Z,128,chatgpt skills
2023-01-18T00:00:00.000Z,2023-01-17T00:00:00.000Z,117,chatgpt skills
2023-01-19T00:00:00.000Z,2023-01-18T00:00:00.000Z,160,chatgpt skills
2023-01-20T00:00:00.000Z,2023-01-19T00:00:00.000Z,181,chatgpt skills
2023-01-21T00:00:00.000Z,2023-01-20T00:00:00.000Z,131,chatgpt skills
2023-01-22T00:00:00.000Z,2023-01-21T00:00:00.000Z,122,chatgpt skills
2023-01-23T00:00:00.000Z,2023-01-22T00:00:00.000Z,165,chatgpt skills
2023-01-24T00:00:00.000Z,2023-01-23T00:00:00.000Z,158,chatgpt skills
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,1,chatgpt skills
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,33,chatgpt skills
2022-12-03T00:00:00.000Z,2022-12-02T00:00:00.000Z,60,chatgpt skills
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,127,chatgpt skills
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,293,chatgpt skills
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,466,chatgpt skills
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,248,chatgpt skills
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,659,chatgpt skills
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,248,chatgpt skills
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,322,chatgpt skills
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,191,chatgpt skills
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,129,chatgpt skills
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,97,chatgpt skills
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,77,chatgpt skills
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,122,chatgpt skills
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,117,chatgpt skills
2022-12-17T00:00:00.000Z,2022-12-16T00:00:00.000Z,73,chatgpt skills
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,116,chatgpt skills
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,65,chatgpt skills
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,113,chatgpt skills
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,61,chatgpt skills
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,44,chatgpt skills
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,31,chatgpt skills
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,34,chatgpt skills
2023-01-25T00:00:00.000Z,2023-01-24T00:00:00.000Z,86,chatgpt taking over
2023-01-26T00:00:00.000Z,2023-01-25T00:00:00.000Z,44,chatgpt taking over
2023-01-27T00:00:00.000Z,2023-01-26T00:00:00.000Z,45,chatgpt taking over
2023-01-28T00:00:00.000Z,2023-01-27T00:00:00.000Z,119,chatgpt taking over
2023-01-29T00:00:00.000Z,2023-01-28T00:00:00.000Z,38,chatgpt taking over
2023-01-30T00:00:00.000Z,2023-01-29T00:00:00.000Z,33,chatgpt taking over
2023-01-31T00:00:00.000Z,2023-01-30T00:00:00.000Z,56,chatgpt taking over
2023-02-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,55,chatgpt taking over
2023-02-02T00:00:00.000Z,2023-02-01T00:00:00.000Z,68,chatgpt taking over
2023-02-03T00:00:00.000Z,2023-02-02T00:00:00.000Z,43,chatgpt taking over
2023-02-04T00:00:00.000Z,2023-02-03T00:00:00.000Z,50,chatgpt taking over
2023-02-05T00:00:00.000Z,2023-02-04T00:00:00.000Z,43,chatgpt taking over
2023-02-06T00:00:00.000Z,2023-02-05T00:00:00.000Z,31,chatgpt taking over
2023-02-07T00:00:00.000Z,2023-02-06T00:00:00.000Z,49,chatgpt taking over
2023-02-08T00:00:00.000Z,2023-02-07T00:00:00.000Z,621,chatgpt taking over
2023-02-09T00:00:00.000Z,2023-02-08T00:00:00.000Z,297,chatgpt taking over
2023-02-10T00:00:00.000Z,2023-02-09T00:00:00.000Z,72,chatgpt taking over
2023-02-11T00:00:00.000Z,2023-02-10T00:00:00.000Z,80,chatgpt taking over
2023-02-12T00:00:00.000Z,2023-02-11T00:00:00.000Z,46,chatgpt taking over
2023-02-13T00:00:00.000Z,2023-02-12T00:00:00.000Z,29,chatgpt taking over
2023-02-14T00:00:00.000Z,2023-02-13T00:00:00.000Z,31,chatgpt taking over
2023-02-15T00:00:00.000Z,2023-02-14T00:00:00.000Z,33,chatgpt taking over
2023-02-16T00:00:00.000Z,2023-02-15T00:00:00.000Z,118,chatgpt taking over
2023-02-17T00:00:00.000Z,2023-02-16T00:00:00.000Z,62,chatgpt taking over
2023-02-18T00:00:00.000Z,2023-02-17T00:00:00.000Z,33,chatgpt taking over
2023-02-19T00:00:00.000Z,2023-02-18T00:00:00.000Z,23,chatgpt taking over
2023-02-20T00:00:00.000Z,2023-02-19T00:00:00.000Z,17,chatgpt taking over
2023-02-21T00:00:00.000Z,2023-02-20T00:00:00.000Z,19,chatgpt taking over
2023-02-22T00:00:00.000Z,2023-02-21T00:00:00.000Z,30,chatgpt taking over
2023-02-23T00:00:00.000Z,2023-02-22T00:00:00.000Z,30,chatgpt taking over
2023-02-24T00:00:00.000Z,2023-02-23T00:00:00.000Z,34,chatgpt taking over
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,8,chatgpt taking over
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,11,chatgpt taking over
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,18,chatgpt taking over
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,26,chatgpt taking over
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,16,chatgpt taking over
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,16,chatgpt taking over
2022-12-31T00:00:00.000Z,2022-12-30T00:00:00.000Z,14,chatgpt taking over
2023-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,9,chatgpt taking over
2023-01-02T00:00:00.000Z,2023-01-01T00:00:00.000Z,10,chatgpt taking over
2023-01-03T00:00:00.000Z,2023-01-02T00:00:00.000Z,17,chatgpt taking over
2023-01-04T00:00:00.000Z,2023-01-03T00:00:00.000Z,19,chatgpt taking over
2023-01-05T00:00:00.000Z,2023-01-04T00:00:00.000Z,18,chatgpt taking over
2023-01-06T00:00:00.000Z,2023-01-05T00:00:00.000Z,20,chatgpt taking over
2023-01-07T00:00:00.000Z,2023-01-06T00:00:00.000Z,19,chatgpt taking over
2023-01-08T00:00:00.000Z,2023-01-07T00:00:00.000Z,16,chatgpt taking over
2023-01-09T00:00:00.000Z,2023-01-08T00:00:00.000Z,15,chatgpt taking over
2023-01-10T00:00:00.000Z,2023-01-09T00:00:00.000Z,14,chatgpt taking over
2023-01-11T00:00:00.000Z,2023-01-10T00:00:00.000Z,45,chatgpt taking over
2023-01-12T00:00:00.000Z,2023-01-11T00:00:00.000Z,86,chatgpt taking over
2023-01-13T00:00:00.000Z,2023-01-12T00:00:00.000Z,53,chatgpt taking over
2023-01-14T00:00:00.000Z,2023-01-13T00:00:00.000Z,25,chatgpt taking over
2023-01-15T00:00:00.000Z,2023-01-14T00:00:00.000Z,22,chatgpt taking over
2023-01-16T00:00:00.000Z,2023-01-15T00:00:00.000Z,21,chatgpt taking over
2023-01-17T00:00:00.000Z,2023-01-16T00:00:00.000Z,37,chatgpt taking over
2023-01-18T00:00:00.000Z,2023-01-17T00:00:00.000Z,26,chatgpt taking over
2023-01-19T00:00:00.000Z,2023-01-18T00:00:00.000Z,26,chatgpt taking over
2023-01-20T00:00:00.000Z,2023-01-19T00:00:00.000Z,34,chatgpt taking over
2023-01-21T00:00:00.000Z,2023-01-20T00:00:00.000Z,34,chatgpt taking over
2023-01-22T00:00:00.000Z,2023-01-21T00:00:00.000Z,27,chatgpt taking over
2023-01-23T00:00:00.000Z,2023-01-22T00:00:00.000Z,15,chatgpt taking over
2023-01-24T00:00:00.000Z,2023-01-23T00:00:00.000Z,132,chatgpt taking over
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,0,chatgpt taking over
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,11,chatgpt taking over
2022-12-03T00:00:00.000Z,2022-12-02T00:00:00.000Z,43,chatgpt taking over
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,35,chatgpt taking over
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,55,chatgpt taking over
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,81,chatgpt taking over
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,59,chatgpt taking over
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,311,chatgpt taking over
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,62,chatgpt taking over
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,72,chatgpt taking over
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,26,chatgpt taking over
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,30,chatgpt taking over
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,38,chatgpt taking over
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,46,chatgpt taking over
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,49,chatgpt taking over
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,18,chatgpt taking over
2022-12-17T00:00:00.000Z,2022-12-16T00:00:00.000Z,29,chatgpt taking over
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,9,chatgpt taking over
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,10,chatgpt taking over
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,8,chatgpt taking over
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,23,chatgpt taking over
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,13,chatgpt taking over
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,11,chatgpt taking over
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,24,chatgpt taking over
2023-01-25T00:00:00.000Z,2023-01-24T00:00:00.000Z,44,chatgpt replace human
2023-01-26T00:00:00.000Z,2023-01-25T00:00:00.000Z,49,chatgpt replace human
2023-01-27T00:00:00.000Z,2023-01-26T00:00:00.000Z,35,chatgpt replace human
2023-01-28T00:00:00.000Z,2023-01-27T00:00:00.000Z,38,chatgpt replace human
2023-01-29T00:00:00.000Z,2023-01-28T00:00:00.000Z,56,chatgpt replace human
2023-01-30T00:00:00.000Z,2023-01-29T00:00:00.000Z,43,chatgpt replace human
2023-01-31T00:00:00.000Z,2023-01-30T00:00:00.000Z,64,chatgpt replace human
2023-02-01T00:00:00.000Z,2023-01-31T00:00:00.000Z,53,chatgpt replace human
2023-02-02T00:00:00.000Z,2023-02-01T00:00:00.000Z,44,chatgpt replace human
2023-02-03T00:00:00.000Z,2023-02-02T00:00:00.000Z,38,chatgpt replace human
2023-02-04T00:00:00.000Z,2023-02-03T00:00:00.000Z,22,chatgpt replace human
2023-02-05T00:00:00.000Z,2023-02-04T00:00:00.000Z,18,chatgpt replace human
2023-02-06T00:00:00.000Z,2023-02-05T00:00:00.000Z,20,chatgpt replace human
2023-02-07T00:00:00.000Z,2023-02-06T00:00:00.000Z,44,chatgpt replace human
2023-02-08T00:00:00.000Z,2023-02-07T00:00:00.000Z,110,chatgpt replace human
2023-02-09T00:00:00.000Z,2023-02-08T00:00:00.000Z,52,chatgpt replace human
2023-02-10T00:00:00.000Z,2023-02-09T00:00:00.000Z,32,chatgpt replace human
2023-02-11T00:00:00.000Z,2023-02-10T00:00:00.000Z,92,chatgpt replace human
2023-02-12T00:00:00.000Z,2023-02-11T00:00:00.000Z,99,chatgpt replace human
2023-02-13T00:00:00.000Z,2023-02-12T00:00:00.000Z,52,chatgpt replace human
2023-02-14T00:00:00.000Z,2023-02-13T00:00:00.000Z,40,chatgpt replace human
2023-02-15T00:00:00.000Z,2023-02-14T00:00:00.000Z,22,chatgpt replace human
2023-02-16T00:00:00.000Z,2023-02-15T00:00:00.000Z,74,chatgpt replace human
2023-02-17T00:00:00.000Z,2023-02-16T00:00:00.000Z,82,chatgpt replace human
2023-02-18T00:00:00.000Z,2023-02-17T00:00:00.000Z,96,chatgpt replace human
2023-02-19T00:00:00.000Z,2023-02-18T00:00:00.000Z,31,chatgpt replace human
2023-02-20T00:00:00.000Z,2023-02-19T00:00:00.000Z,92,chatgpt replace human
2023-02-21T00:00:00.000Z,2023-02-20T00:00:00.000Z,68,chatgpt replace human
2023-02-22T00:00:00.000Z,2023-02-21T00:00:00.000Z,45,chatgpt replace human
2023-02-23T00:00:00.000Z,2023-02-22T00:00:00.000Z,47,chatgpt replace human
2023-02-24T00:00:00.000Z,2023-02-23T00:00:00.000Z,61,chatgpt replace human
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,14,chatgpt replace human
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,8,chatgpt replace human
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,9,chatgpt replace human
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,8,chatgpt replace human
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,19,chatgpt replace human
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,12,chatgpt replace human
2022-12-31T00:00:00.000Z,2022-12-30T00:00:00.000Z,6,chatgpt replace human
2023-01-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,5,chatgpt replace human
2023-01-02T00:00:00.000Z,2023-01-01T00:00:00.000Z,5,chatgpt replace human
2023-01-03T00:00:00.000Z,2023-01-02T00:00:00.000Z,12,chatgpt replace human
2023-01-04T00:00:00.000Z,2023-01-03T00:00:00.000Z,12,chatgpt replace human
2023-01-05T00:00:00.000Z,2023-01-04T00:00:00.000Z,14,chatgpt replace human
2023-01-06T00:00:00.000Z,2023-01-05T00:00:00.000Z,20,chatgpt replace human
2023-01-07T00:00:00.000Z,2023-01-06T00:00:00.000Z,25,chatgpt replace human
2023-01-08T00:00:00.000Z,2023-01-07T00:00:00.000Z,19,chatgpt replace human
2023-01-09T00:00:00.000Z,2023-01-08T00:00:00.000Z,9,chatgpt replace human
2023-01-10T00:00:00.000Z,2023-01-09T00:00:00.000Z,27,chatgpt replace human
2023-01-11T00:00:00.000Z,2023-01-10T00:00:00.000Z,21,chatgpt replace human
